title,label
2006 audio emerges of hillary clinton proposing rigging palestine election,REAL
latest and perhaps last debate highlights animosity of sanders clinton,REAL
baltimore in flames senseless,REAL
amid campaign troubles trump blasts clinton as world class liar,REAL
biden faces hurdles as he weighs late 2016 bid,REAL
saudi arabia says farewell to king abdullah,REAL
can anyone beat trump in the primary history says no,REAL
san bernardino divers reportedly pull object from water in evidence search,REAL
despite black lives matter young black americans arent voting in higher numbers,REAL
a new 50 state poll shows exactly why clinton holds the advantage over trump,REAL
secretive gop group targets trump for destruction,REAL
the wild ideas you missed while donald trump was talking,REAL
camden yards briefly closed off as freddie gray protests intensify in baltimore,REAL
playing the rigged card trump jones and other conspiracy mongers must look within the gop for the legit scandals,REAL
media coverage of gang violence sure looks different when the perpetrators are white,REAL
trumps women problem,REAL
gop hits another roadblock on obamacare repeal,REAL
us pullout from yemen eases pressure on al qaeda lawmakers warn,REAL
youve been fleeced congress grills kerry obama officials on iran nuke deal,REAL
the toughest job in american politics defending hillary clinton,REAL
us resets obamacare deadline for some businesses to 2016,REAL
why did obama send another 450 trainers to iraq video,REAL
ted cruz doesnt talk about the government shutdown,REAL
happy new year wall street congress has another gift for you,REAL
rivals pile on trump in republican candidates debate,REAL
biden makes another surprise political stop,REAL
orrin hatch explains friendship with muhammad ali,REAL
obama makes the right call to tough it out in afghanistan,REAL
will cruz sanders victories lead to contested conventions,REAL
report freddie gray may have intentionally tried to injure self in police van,REAL
ben carsons camp plots vice presidential bid,REAL
here are the top five things to watch in tonights debate,REAL
obama africa is on the move,REAL
there appear to be no rules anymore,REAL
five reasons the new york democratic primary felt competitive,REAL
bernie sanderss vast universe of donors mapped,REAL
donnies little lies are yuuuge trump has redefined what it means to be deceitful on the campaign trail,REAL
employers added 38000 jobs in may,REAL
work its not a four letter word its a world changing vocation,REAL
donald trump threatens to jail hillary clinton in second presidential debate,REAL
libertarian vp candidate gives up will focus on preventing trump presidency,REAL
democratic primaries clinton claims nomination victory,REAL
trump says cruzs canadian birth could be very precarious for gop,REAL
romney tears into gop for not criticizing trump,REAL
clinton takes four states giving a big boost to her delegate total,REAL
most non trump gop voters say they would consider independent candidate,REAL
potus joins twitter jokes with billclinton,REAL
donald trump is failing at basically everything right now this poll proves it,REAL
cruz touts himself as only viable conservative in race  realclearpolitics,REAL
how republicans will choose the next speaker,REAL
marco rubio donald trumps plan borders on the absurd,REAL
primary election what to watch on super tuesday 2,REAL
why would anyone want to be trump or clintons vp,REAL
rush limbaugh is cooked the stunning fall of the rights angriest bloviator,REAL
hillary clinton agrees to provide private e mail server to fbi,REAL
democrats are actually more enthusiastic than republicans about trade,REAL
sanders wins in wisconsin keeping alive his improbable bid for the nomination,REAL
dead heat trump clinton tied in 3 swing state polls,REAL
scary times for california farmers as snowpack hits record lows,REAL
stranded in yemen americans left to find own way out,REAL
this is what happens when you elect climate change deniers,REAL
hillary clintons delegate hell,REAL
hillary clinton showed us a glimpse of her soul at benghazi hearings it was chilling,REAL
is campus rape really an epidemic,REAL
us officials scanning terror databases in search for paris attack suspects,REAL
clinton gets back in the game after blowout loss to sanders in nh,REAL
unpacking donald trumps history with this falls debate moderators,REAL
estimated enrollees for 2015 health care decrease,REAL
exclusive kentucky clerk this is a fight worth fighting,REAL
opponents divided on how  or whether  to resist justices ruling,REAL
is it 2016 already,REAL
netanyahu  flanked by boehner  calls for better deal with iran,REAL
rand paul drops out of white house race,REAL
heres how obamacare is going to affect your taxes,REAL
administration officials defend iran nuclear deal,REAL
trump is closer to what most republicans believe than the establishment candidates are,REAL
why michelle obama has a prime spot at the democratic national convention,REAL
why conservatives refuse to believe obama is christian,REAL
migrants refuse to leave train at refugee camp in hungary,REAL
biden previews battle against clinton,REAL
haywire over hacking media refuse to believe trumps russia comments were sarcastic,REAL
hillary torches the bern in ny blowout,REAL
heres why all these political cattle calls matter,REAL
heres what clinton and trump must do on the debate stage to win the night,REAL
fiorina blasts cnn for debate rules that could exclude her despite rise in polls,REAL
trump triumphs two big takeaways after the donald wins new york,REAL
what to watch for at democrats first debate,REAL
congressional auditors va health care is high risk,REAL
jeb bush to lay out foreign policy will he be dad brother   or himself video,REAL
hillary clintons countless choices could hinge on 2016 election,REAL
trump again wont rule out a third party run,REAL
ukraine withdraws forces after fight over strategic city,REAL
msnbc dnc reach deal to host democratic debate in new hampshire,REAL
feds search home in mohammed event shooting,REAL
jeb bush loses tv ad edge to marco rubio,REAL
john boehner says house republicans have a difference in tactics thats not entirely true,REAL
even gawker haters should fear the strategy peter thiel is using to destroy gawker,REAL
how america is quietly becoming a climate change leader,REAL
rubio shifts tactics trump sticks to themes seeks unity at subdued gop debate,REAL
many clinton charity donors also got state department awards under hillary,REAL
